complaint_id,complaint_type,address,street_number,direction,street_name,street_type,inspector,complaint_date,inspection_log,data_source,modified_date,location.type,location.coordinates,complaint_detail,community_area
601290334,AIR POLLUTION WORK ORDER,4875 N ASHLAND AVE,4875,N,ASHLAND,AVE,10937,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18420502 11-JAN-23 14:40:00] FOLLOW UP INSPECTION PERFORMED. NO ODORS WERE DETECTED AT THIS TIME. PENDING A NEW COMPLAINT, THIS ISSUE IS CLOSED.",DEPT. OF PUBLIC HEALTH,2023-01-06T00:00:00.000,Point,"[-87.66910802, 41.971015996]",THERE HAS BEEN A WEIRD SMELL AROUND 4877-4865 N ASHLAND FOR THE PAST YEAR IN BOTH THE PARKWAY AND THE ALLEY. IT'S MORE PRONOUNCED WHEN IT RAINS.,3
601290391,AIR POLLUTION WORK ORDER,9347 S MANISTEE AVE,9347,S,MANISTEE,AVE,13776,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18378981 03-JAN-23 14:15:00] ANONYMOUS COMPLAINT RESPONSE DUE TO SEWER ODORS. 

THIS IS A RESIDENTIAL AREA.
I NOTED NO ODORS OF SEWER GAS IN THE AREA.

PHOTO A) INTERSECTION OF COMPLAINANT ADDRESS 

I CALLED THE COMPLAINANT -SHE STATED THAT SHE HAD BEEN
EXPERIENCING SEWER ODORS FOR THE LAST 2 WEEKS.
SHE HAD BEEN FLUSHING HER BASEMENT FLOOR DRAINS BUT THIS HAD NOT SOLVED
THE ISSUE COMPLETELY.

I CALLED 311 AND REQUESTED A CITY WATER TRUCK TO FLUSH THIS
SEWER IN ORDER TO MOVE TR THE SMELL ALONG.
SR# 23 00009823 IS ASSIGNED TO THIS REFERRAL.",DEPT. OF PUBLIC HEALTH,2023-01-04T00:00:00.000,Point,"[-87.556406962, 41.724965019]",,48
601290383,AIR POLLUTION WORK ORDER,9401 S LOWE AVE,9401,S,LOWE,AVE,13776,2023-01-04T00:00:00.000,"[INSPECTION LOG #: 18378874 03-JAN-23 12:30:00] COMPLAINT RESPONSE DUE TO ODORS.

THIS IS A MOSTLY RESIDENTIAL AREA WITH NO FACILITIES THAT
WOULD EVIDENTLY EMIT ODORS AND NONE WERE EVIDENT. 

PHOTO A) INTERSECTION AT PROVIDED ADDRESS

I CALLED THE COMPLAINANT, NO ANSWER.",DEPT. OF PUBLIC HEALTH,2023-01-04T00:00:00.000,Point,"[-87.639333991, 41.723203017]",,73
601291190,CONSTRUCTION AND DEMOLITION,30 W CHICAGO AVE,30,W,CHICAGO,AVE,425726,2023-01-05T00:00:00.000,[INSPECTION LOG #: 18409408 06-JAN-23 12:00:00] DATE: 1/6/2023INSPECTOR: FRANCISCO FLORES SILVAINSPECTION TYPE: 311 COMPLAINTLOCATION: 30 W. CHICAGO AVE.NOTES:UPON ARRIVAL THE REPORTING INSPECTOR WALKED THE PERIMETER OF THE SITE AND OBSERVED THAT THERE APPEARED TO BE NO DEBRIS. THE SITE WAS ENCLOSED BY FENCING AND MESH ALONG WITH SCAFFOLDING. NO CONSTRUCTION/DEMOLITION DEBRIS WAS OBSERVED.,DEPT. OF PUBLIC HEALTH,2023-01-10T00:00:00.000,Point,"[-87.629382996, 41.89694801]",,8
601291196,WATER POLLUTION,6122 S TRIPP AVE,6122,S,TRIPP,AVE,84397,2023-01-05T00:00:00.000,"[INSPECTION LOG #: 18415300 05-JAN-23 13:29:00] ON JANUARY 5, 2023 DEPARTMENT OF PUBLIC HEALTH INSPECTOR DWIGHT T-KILGORE RESPONDED TO A 311 COMPLAINT AT 6122 S. TRIPP AVE. ABOUT ILLEGAL DUMPING (A SPILL AND OR DUMPING INTO THE NATURAL WATER WAY) UPON ARRIVING AT THE ABOVE ADDRESS I DID NOT NOTICE ANYTHING ILLEGALLY DUMPED OR SPILLED IN THE SEWER SYSTEM OR ON THE GROUND.",DEPT. OF PUBLIC HEALTH,2023-01-11T00:00:00.000,Point,"[-87.729211965, 41.78161298]",,65
601291952,AIR POLLUTION WORK ORDER,1830 N KOSTNER AVE,1830,N,KOSTNER,AVE,10937,2023-01-06T00:00:00.000,"[INSPECTION LOG #: 18395487 06-JAN-23 11:50:00] IN RESPONSE TO A COMPLAINT, I ARRIVED TO THE AREA OF 1830 N. KOSTNER AND CANVASSED FOR CHEMICAL ODORS. UPON ARRIVAL TO THIS LOCATION, I OBSERVED A SMALL TEA BREWERY BUSINESS AT THIS LOCATION. I INTERVIEWED CHARLES, WHO IDENTIFIED HIMSELF AS THE BUSINESS OWNER REGARDING THE COMPLAINT. CHARLES STATED THAT NO PAINTING OR OTHER SUCH ACTIVITY IS CONDUCTED IN THIS SPACE. CHARLES STATED THAT THE FACILITY IS USED FOR TEA BREWING ONLY. FURTHERMORE, CHARLES STATED THAT 1830 N. KOSTNER IS THE ADDRESS FOR THE ENTIRE BUILDING THAT SPANS THE 1800 NORTH BLOCK OF KOSTNER AND THAT OTHER BUSINESSES ARE HOUSED THEREIN. THE TEA BREWERY HAS A VALID CITY BUSINESS LICENSE AND A PUBLIC HEALTH AIR POLLUTION CONTROL PERMIT. DURING THE INSPECTION I WAS NOT ABLE TO ENTER THE OTHER AREAS OF 1830 N. KOSTNER. I WILL FOLLOW UP WITH THE SITE AT A LATER DATE.",DEPT. OF PUBLIC HEALTH,2023-05-09T00:00:00.000,Point,"[-87.736845029, 41.914547995]",,20
601291961,AIR POLLUTION WORK ORDER,2145 N SHEFFIELD AVE,2145,N,SHEFFIELD,AVE,425726,2023-01-06T00:00:00.000,[INSPECTION LOG #: 18409281 06-JAN-23 13:20:00] INSPECTOR: FRANCISCO FLORES SILVAINSPECTION TYPE: 311 COMPLAINTLOCATION: 2143 N. SHEFFIELD AVE.NOTES:UPON ARRIVAL THE REPORTING INSPECTOR OBSERVED WORKERS LOADED ROOFING DEBRIS ONTO A TRAILER IN THE REAR OF THE SITE. THE WORKERS INFORMED THE REPORTING INSPECTOR THAT THEY WOULD NOT BE REMOVING ANYMORE ROOFING MATERIAL. THE REPORTING INSPECTOR INFORMED THE WORKERS THAT THEY NEEDED TO CLEAN UP THE DEBRIS AND TAKE MEASURES SO THAT NO DEBRIS SCATTERS ONTO ADJACENT PROPERTIES. ROOFING WORK WAS REFERRED TO DEPT. OF BUILDINGSSR23-00048513. THIS INSPECTION IS NOW CONSIDERED CLOSED.,DEPT. OF PUBLIC HEALTH,2023-01-10T00:00:00.000,Point,"[-87.653181985, 41.921227994]",,7
601292853,ILLEGAL DUMPING WORK ORDER,2020 W HARRISON ST,2020,W,HARRISON,ST,379542,2023-01-09T00:00:00.000,"[INSPECTION LOG #: 18407444 09-JAN-23 12:45:00] ON JANUARY 9, 2023 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER CONDUCTED AN INSPECTION AT 2020 W. HADDON, CHICAGO, IL. THE INSPECTION WAS CONDUCTED DUE TO A COMPLAINT (SR23-00036196), OF CONSTRUCTION AND DEMOLITION DEBRIS BEING DUMPED IN THE ALLEY BEHIND A SINGLE FAMILY DWELLING. THE 3-1-1 COMPLAINT ERRONEOUSLY LISTED THE ADDRESS AS 2020 W. HARRISON, AND A CALL TO THE COMPLAINANT CORRECTED THE ADDRESS. AN INSPECTION OF THE ALLEY REVEALED NO CAMERAS IN THE AREA OF THE ALLEGED DUMPING. A NEIGHBOR TO THE COMPLAINANT STATED THAT SHE HAD NOT SEEN ANYONE DUMPING IN THE ALLEY BUT THAT SHE WAS AWARE OF REMODELING BEING DONE AT OR NEAR THE ADDRESS OF THE COMPLAINT. THE ALLEY DID CONTAIN TWO HOLLOW CORE INTERIOR DOORS WITH TRIM, STACKED BY THE CITY REFUSE CANS BEHIND 2020 W. HADDON. THE COMPLAINANT STATED THAT THE DOORS APPEARED THE OTHER DAY AND SHE DID NOT WANT TO BE FINED FOR DISPOSING OF THEM. THE REPORTING INSPECTOR INFORMED THE RESIDENT THAT THE HOLLOW CORE DOORS MAY BE REMOVED DURING NORMAL REFUSE PICK UP AND TO WAIT TO SEE IF THEY ARE REMOVED. IF THE DOORS ARE NOT REMOVED THE COMPLAINANT IS TO RE-CONTACT 3-1-1 FOR REMOVAL.",DEPT. OF PUBLIC HEALTH,2023-01-10T00:00:00.000,Point,"[-87.677224971, 41.874647998]",,28
601292869,CONSTRUCTION AND DEMOLITION,4624 S ASHLAND AVE,4624,S,ASHLAND,AVE,84397,2023-01-09T00:00:00.000,"[INSPECTION LOG #: 18456947 09-JAN-23 14:15:00] ON JANUARY 9, 2023 DEPARTMENT OF PUBLIC HEALTH INSPECTOR DWIGHT T-KILGORE RESPONDED TO A 311 COMPLAINT AT 4624 S. ASHLAND AVE. ABOUT A CONSTRUCTION AND DEMOLITION ISSUE (MUD DEBRIS TRACKED DOWN ALLEY AND STREET) UPON ARRIVING AT THE ABOVE ADDRESS I NOTICE MUD IN THE ALLEY AND TWO GUYS ONE IN A BOBCAT AND THE OTHER ONE SHOVELING UP THE MUD, I TALKED WITH ONE OF THE GUYS AND HE INFORMED ME THAT THEY WERE GETTING UP THE MUD THAT WAS TRACKED AND WOULD BE DONE BY END OF DAY.",DEPT. OF PUBLIC HEALTH,2023-01-19T00:00:00.000,Point,"[-87.665384024, 41.809619014]",,61
601292849,ILLEGAL DUMPING WORK ORDER,221 E 116TH ST,221,E,116TH,ST,13776,2023-01-09T00:00:00.000,"[INSPECTION LOG #: 18403147 09-JAN-23 14:30:00] COMPLAINT RESPONSE DUE TO DUMPED MATERIALS. 

THIS IS A RESIDENTIAL AREA.
I FOUND EVIDENCE THAT MOTOR VEHICLE FLUID (OIL) HAD BEEN DRAINED OUT OF A
VEHICLE OR SPILLED ONTO THE GROUND ALONG THE CURB -NO SOURCE WAS IDENTIFIED.

PHOTO A) AFFECTED AREA 

I REFERRED THIS TO DSS FOR CLEANUP.",DEPT. OF PUBLIC HEALTH,2023-01-09T00:00:00.000,Point,"[-87.617048019, 41.682239986]",,53
601292868,CONSTRUCTION AND DEMOLITION,3836 N KEELER AVE,3836,N,KEELER,AVE,425726,2023-01-09T00:00:00.000,"[INSPECTION LOG #: 18409547 09-JAN-23 12:00:00] INSPECTOR: FRANCISCO FLORES SILVAINSPECTION TYPE: 311 COMPLAINTLOCATION: 3836 N. KEELER AVE.NOTES:PRIOR TO THE INSPECTION, THE REPORTING INSPECTOR SPOKE TO THE COMPLAINANT AND WAS INFORMED THAT THE ISSUE WAS REGARDING CONSTRUCTION MATERIALS BEING STORED NEAR SIDEWALK. UPON ARRIVAL THE REPORTING INSPECTOR OBSERVED WORKERS INSTALLING PAVER BRICKS. THE REPORTING INSPECTOR SPOKE WITH THE OWNER AND WAS INFORMED THAT OVER THE WEEKEND A NEW CONCRETE SIDEWALK WAS INSTALLED AND THAT THE PAVERS CURRENTLY ON THE PARKWAY WERE THERE TEMPORARILY AS WORKERS WERE SETTING THE PAVERS AT THE TIME OF INSPECTION. INSPECTION IS COMPLETED.",DEPT. OF PUBLIC HEALTH,2023-01-10T00:00:00.000,Point,"[-87.732763965, 41.95109502]",,16
601292866,NOISE COMPLAINT,3620 W WRIGHTWOOD AVE,3620,W,WRIGHTWOOD,AVE,417325,2023-01-09T00:00:00.000,"[INSPECTION LOG #: 18416384 09-JAN-23 13:50:00] ON JANUARY 9, 2023, CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) SENIOR ENVIRONMENTAL INSPECTOR JUSTIN BARNES RESPONDED TO A NOISE COMPLAINT AT 3620 W. WRIGHTWOOD AVE. INSPECTOR BARNES ARRIVED AT 1:20PM TO SPEAK ? VIA TELEPHONE ? WITH THE COMPLAINANT.THE COMPLAINANT STATED LOUD NOISES WERE EMANATING FROM ROOFTOP EQUIPMENT CONNECTED TO THE BUSINESS LOCATED AT THE ABOVE LISTED ADDRESS. THE COMPLAINANT STATED THE NOISES OCCURRED INTERMITTENTLY THROUGHOUT THE OVERNIGHT HOURS AND WERE MOST DISTURBING DURING THE EARLY MORNING HOURS. THE COMPLAINANT STATED THE BUSINESS AT THE CENTER OF THE COMPLAINT WAS NO LONGER LOCATED IN THE BUILDING. INSPECTOR BARNES REVIEWED THE GENERAL REQUIREMENTS OF THE CHICAGO NOISE ORDINANCE IN THE MUNICIPAL CODE OF CHICAGO WITH THE COMPLAINANT.FOLLOWING HIS PHONE CONVERSATION WITH THE COMPLAINANT, INSPECTOR BARNES SURVEYED THE AREA (PHOTOS A, B,  C). DURING THE SURVEY, INSPECTOR BARNES DID NOT OBSERVE THE SOUND OR DETECT A POTENTIAL SOURCE FOR THE SOUND. ADDITIONALLY, INFORMATIONAL NOISE METER READINGS TAKEN OF THE SURROUNDING AMBIENT SOUNDS WERE WITHIN ALLOWABLE LEVELS FROM 8:00PM TO 8:00AM. INSPECTOR BARNES DID OBSERVED THE BUSINESS LOCATED IN THE BUILDING AT THE CENTER OF THE COMPLAINT TO NO LONGER BE ACTIVE.FOLLOWING THE SURVEY, INSPECTOR BARNES SPOKE WITH A REPRESENTATIVE OF THE BUSINESS AT THE CENTER OF THE COMPLAINT ? VIA TELEPHONE. THE BUSINESS REPRESENTATIVE STATED THEY WERE UNAWARE OF COMPLAINTS FILED AGAINST THEIR BUSINESS. THE REPRESENTATIVE ALSO STATED THAT LOCATION WAS NO LONGER ACTIVE. THE REPRESENTATIVE STATED THEY WOULD VISIT THE LOCATION AND TURN OFF ALL HVAC EQUIPMENT LOCATED AT THAT SITE. THE REPRESENTATIVE ALSO STATED THEY WOULD CONTACT THEIR EQUIPMENT?S SERVICE PROVIDER TO AUDIT THE EQUIPMENT AT THE CENTER OF THE COMPLAINT. INSPECTOR BARNES REVIEWED THE GENERAL REQUIREMENTS OF THE CHICAGO NOISE ORDINANCE IN THE MUNICIPAL CODE OF CHICAGO WITH THE REPRESENTATIVE.INSPECTOR BARNES FOLLOWED UP WITH THE COMPLAINANT TO REVIEW THE FINDINGS OF THE INSPECTION. CDPH DETERMINED NO CITATIONS WERE REQUIRED.",DEPT. OF PUBLIC HEALTH,2023-01-11T00:00:00.000,Point,"[-87.717972001, 41.928418997]",,22
601292871,ILLEGAL DUMPING WORK ORDER,6439 N BELL AVE,6439,N,BELL,AVE,3308,2023-01-09T00:00:00.000,"[INSPECTION LOG #: 18487490 09-JAN-23 14:25:00] ON JANUARY 9, 2023, CITY OF CHICAGO DEPARTMENT OF PUBLIC
HEALTH (CDPH) INSPECTOR FELIPE GARCIA (I) RESPONDED TO A 311-DUMPING COMPLAINT REGARDING
A SOFA SEAT AND GLASS DUMPED AT 6439 S. BELL AVE. UPON ARRIVING AT THE PROPERTY,
I OBSERVED NO DUMPED SOFA SEAT BEHIND THE ABOVE ADDRESS. I DID OBSERVED A SOFA
SEAT DUMPED BEHIND 6436-44 S. LEAVITT ST., WHICH IS DIRECTLY ACROSS FROM THE
ABOVE ADDRESS. I THEN CALLED THE COMPLAINANT, AND SHE DID VERIFY IF THAT WAS THE
SOFA SHE REPORTED DUMPED, AND SHE TOLD ME YES. I THEN CALLED THE STREETS AND SANITATION
DIVISION OFFICE AT 6441 N. RAVENSWOOD AVE, AND REFERRED IT TO THEM FOR
CLEAN-UP. I ISSUED NO CITATIONS AND LEFT. I WILL CLOSE OUT THE COMPLAINT REPORT.",DEPT. OF PUBLIC HEALTH,2023-01-25T00:00:00.000,Point,"[-87.685942989, 41.998970984]",,2
601292863,AIR POLLUTION WORK ORDER,2500 S PAULINA ST,2500,S,PAULINA,ST,10937,2023-01-09T00:00:00.000,"[INSPECTION LOG #: 18409169 09-JAN-23 12:15:00] 2500 S. PAULINAIN RESPONSE TO A COMPLAINT, I ARRIVED TO 2500 S. PAULINA, SIMS METAL MANAGEMENT AND CANVASSED FOR DUST AND DEBRIS EMISSIONS FROM THE SITE. SIMS METAL MANAGEMENT OPERATIONS BUY AND PROCESS END-OF-LIFE METAL, ELECTRONIC, AND MUNICIPAL METAL MATERIALS, WHICH ARE THEN SOLD AS RAW MATERIALS TO STEEL MILLS AND SECONDARY SMELTERS. THE SIMS FACILITY HANDLES FERROUS AND NONFERROUS METALS. UPON ARRIVAL TO THE SITE MY CANVASSED REVEALED FAINT METAL PROCESSING ODORS IN THE AIR NEAR BLUE ISLAND AVENUE AND PAULINA STREET. THE METAL PROCESSING ODORS WERE MILD AND DISSIPATED AFTER A FEW SECONDS IN THE WIND. WATER TRUCKS WERE OBSERVED WETTING THE ROADWAYS THROUGHOUT THE FACILITY AND WATER WAS IN USE ON THE SHREDDING EQUIPMENT FOR DUST CONTROL. I INTERVIEWED DEBBIE, ENVIRONMENTAL HEALTH AND SAFETY COORDINATOR, FOR SIMS METAL MANAGEMENT REGARDING THE COMPLAINT. ACCORDING TO DEBBIE, NO CHANGES OR SYSTEM MALFUNCTIONS WERE MADE OR REPORTED TO THE SITE PROCESSING OPERATIONS THAT WOULD HAVE TRIGGERED THE COMPLAINT. DEBBIE FURTHER STATED THAT NO EMPLOYEES WERE COMPLAINING OF NOSE IRRITATIONS FROM THE METAL PROCESSING. WHILE ON SITE, I DETECTED MILD METAL PROCESSING ODORS THAT DID NOT CAUSE MY NOSE TO BURN AT THE TIME OF THE INSPECTION. SIMS MANAGEMENT IS AWARE OF THE ODOR COMPLAINT AND USE WATER TO MINIMIZE DUST AND DEBRIS DURING METAL PROCESSING.",DEPT. OF PUBLIC HEALTH,2023-01-10T00:00:00.000,Point,"[-87.668966031, 41.84772302]",,31
601293202,AIR POLLUTION WORK ORDER,4030 N MILWAUKEE AVE,4030,N,MILWAUKEE,AVE,10937,2023-01-10T00:00:00.000,"[INSPECTION LOG #: 18422465 10-JAN-23 12:20:00] IN RESPONSE TO A COMPLAINT I ARRIVED TO 4030 N. MILWAUKEE AND CANVASSED FOR DUST AND DEBRIS FROM CONSTRUCTION ACTIVITY. DURING THE INSPECTION NO CONSTRUCTION ACTIVITY WAS IN PROGRESS. ACCORDING TO A WORKER ON SITE, THE BUILDING FACADE WAS RECENTLY REPAIRED THAT MAY HAVE TRIGGERED THE COMPLAINT. NO DUST OR DEBRIS WAS OBSERVED AT THE TIME OF THE INSPECTION.",DEPT. OF PUBLIC HEALTH,2023-01-12T00:00:00.000,Point,"[-87.74860199, 41.953915992]",,15
601293190,CONSTRUCTION AND DEMOLITION,3819 N WESTERN AVE,3819,N,WESTERN,AVE,3308,2023-01-10T00:00:00.000,"[INSPECTION LOG #: 18487972 10-JAN-23 12:05:00] ON JANUARY 10, 2023, CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH (CDPH) INSPECTOR FELIPE GARCIA (I) RESPONDED TO A 311-CONSTRUCTION SITE CLEANLINESS COMPLAINT AT 3819-21 N. WESTERN AVE. UPON ARRIVING AT THE PROPERTY, I OBSERVED A NEW CONSTRUCTION SITE WITH THE REQUIRED FENCE AND MESHING. I OBSERVED NO FUGITIVE DUST. I ALSO OBSERVED SEVERAL PEOPLE FROM ORGANIZED UNIONS PICKETING OUTSIDE THE SITE IN THE FRONT OF THE PROPERTY. I SPOKE TO THE SUPERINTENDENT OF THE SITE AND TOLD HIM THAT THEY COMPLAINED ABOUT THE SITE. HE TOLD ME THAT IT WAS THE UNION PEOPLE. I TOLD HIM THAT I DID NOT FIND ANY ISSUES, AND TO MAKE SURE THEY COMPLY WITH ALL CONSTRUCTION SITE ORDINANCES. I ISSUED NO CITATIONS AND LEFT. I WILL CLOSE-OUT THE COMPLAINT REPORT.",DEPT. OF PUBLIC HEALTH,2023-01-25T00:00:00.000,Point,"[-87.688018013, 41.950996994]",,5
601293599,NOISE COMPLAINT,2505 S ST LOUIS AVE,2505,S,ST LOUIS,AVE,129151,2023-01-11T00:00:00.000,"[INSPECTION LOG #: 18437914 11-JAN-23 13:15:00] ON TODAYS DATE THE CDPH INSPECTOR RESPONDED TO A CITIZEN COMPLAINT OF NOISE AT 2505 S ST. LOUIS, IT WAS REPORTED THAT THE NEIGHBORING HOMES EXHAUST VENTILATION EXITS AT HIS BEDROOM WINDOW INSTEAD OF TOWARD THE ROOF. THE INSPECTOR DID NOT HEAR ANY NOISE FROM THE PUBLIC WAY AT THE TIME OF THE INSPECTION. THIS IS A REPEAT COMPLAINT FROM SUMMER MONTHS REGARDING THE HVAC OUTPUT, THE COMPLAINT WILL BE FORWARDED TO THE DEPARTMENT OF BUILDINGS.",DEPT. OF PUBLIC HEALTH,2023-01-17T00:00:00.000,Point,"[-87.712168036, 41.846038006]",,30
601293603,ILLEGAL DUMPING WORK ORDER,3513 S SEELEY AVE,3513,S,SEELEY,AVE,84397,2023-01-11T00:00:00.000,"[INSPECTION LOG #: 18458031 11-JAN-23 14:40:00] ON JANUARY 11, 2023 DEPARTMENT OF PUBLIC HEALTH INSPECTOR DWIGHT T-KILGORE RESPONDED TO A 311 COMPLAINT AT 3513 S. SEELEY AVE. ABOUT ILLEGAL DUMPING UPON ARRIVING AT THE ABOVE ADDRESS I NOTICE LOTS OF DEBRIS IN BACK OF THE PROPERTY, ALSO ON THE FRONT DOOR I NOTICE A WARNING FROM THE DEPARTMENT OF STREETS AND SANITATION GIVING THE OWNER 72 HOURS TO REMOVE THE DEBRIS, THIS WILL BE REFER OVER TO DEPARTMENT OF STREETS AND SANITATION.",DEPT. OF PUBLIC HEALTH,2023-01-19T00:00:00.000,Point,"[-87.676230961, 41.829918014]",,59
601294192,WATER POLLUTION,2038 W DIVERSEY PKWY,2038,W,DIVERSEY,PKWY,379542,2023-01-12T00:00:00.000,"[INSPECTION LOG #: 18427521 12-JAN-23 13:45:00] ON JANUARY 12, 2023 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER CONDUCTED AN INSPECTION AT AND ABOUT 211 W. DIVERSEY PARKWAY, CHICAGO, IL. THE REPORTING INSPECTOR WAS RESPONDING TO SERVICE REQUEST SR23-00057653, SUBSTANCE BUBBLING UP FROM THE RIVER. THE RIVER AT THE ABOVE ADDRESS IS IN A PARK SETTING, WITH A WALKING TRAIL ADJOINING THE RIVER. OBSERVATIONS MADE DID NOT INCLUDE SUBSTANCES BUBBLING UP OR SHEENS, DEBRIS OR UNDESIRABLE ODORS. THE ANONYMOUS SOURCE OF THE COMPLAINT DID NOT LEAVE FURTHER DETAILS AND AT THE TIME OF THE INSPECTION THE WATER AND SHORELINE WERE PRISTINE FOR AN URBAN WASTEWATER DISCHARGED WATERWAY. BASED UPON THIS INFORMATION, THE INSPECTION IS CLOSED.",DEPT. OF PUBLIC HEALTH,2023-01-13T00:00:00.000,Point,"[-87.679927967, 41.93253602]",,5
601294199,ILLEGAL DUMPING WORK ORDER,5514 S NEWLAND AVE,5514,S,NEWLAND,AVE,425726,2023-01-12T00:00:00.000,"[INSPECTION LOG #: 18440473 12-JAN-23 13:00:00] INSPECTOR: FRANCISCO FLORES SILVAINSPECTION TYPE: 311 COMPLAINTLOCATION: 5514 S. NEWLAND AVE.NOTES:PRIOR TO THE INSPECTION THE REPORTING INSPECTOR SPOKE TO THE COMPLAINANT VIA TELEPHONE AND WAS INFORMED THAT THE COMPLAINANT HAD BEEN IN COMMUNICATION WITH THE DEPT. OF STREETS AND SANITATION REGARDING AN ILLEGAL GARBAGE COLLECTOR. THE COMPLAINT WAS REGARDING SPILLED DIESEL FUEL, HYDRAULIC FLUID SPILL AND EXHAUST ISSUES. UPON ARRIVAL TO THE SITE, THE COMPLAINANT SHOWED THE REPORTING INSPECTOR PHOTOS OF THE HAULER USING A ROLL OFF BOX TO HAUL THE WASTE AND THE HAULER HAND PICKING THE WASTE FROM THE DUMPSTER.AFTER SPEAKING WITH THE COMPLAINANT, THE REPORTING INSPECTOR CONTACTED THE STREETS AND SANITATION SUPERINTENDENT AND WAS INFORMED THAT THE PERSON HAULING THE WASTE WAS IN FACT AN UNLICENSED SCAVENGER.A JOINT INSPECTION WITH CDPH, DEPT. STREETS SANITATION ALONG WITH BACP (BUSINESS AND CONSUMER AFFAIRS). WAS CONDUCTED AND CAN BE REFERENCED IN ENVGEN.THE REPORTING INSPECTOR CONTACTED THE OWNER OF THE BUILDING VIA TELEPHONE AND WAS INFORMED THAT THE DUMPSTER WAS FOR GENERAL WASTE AND THAT MED PRO HAULED OFF THEIR BIOLOGICAL WASTE. THE OWNER WAS ASKED IF THEY COULD POSSIBLY MOVE THE DUMPSTER CLOSER TO THE BUILDING AS TO MEDIATE SOME OF THE ISSUES THAT THE COMPLAINANT HAS, THE OWNER AGREED THAT THEY WOULD MOVE IT IN THE NEXT FEW DAYS.",DEPT. OF PUBLIC HEALTH,2023-01-23T00:00:00.000,Point,"[-87.795439981, 41.791555007]",,56
601294192,WATER POLLUTION,2038 W DIVERSEY PKWY,2038,W,DIVERSEY,PKWY,379542,2023-01-12T00:00:00.000,"[INSPECTION LOG #: 18427779 12-JAN-23 13:45:00] ON JANUARY 12, 2023 CITY OF CHICAGO DEPARTMENT OF PUBLIC HEALTH INSPECTOR JOHN SINGLER CONDUCTED AN INSPECTION AT AND ABOUT 2141 W. DIVERSEY PARKWAY, CHICAGO, IL. THE AREA OF THE INSPECTION IS THE CHICAGO RIVER WALKWAY AND AN ANONYMOUS COMPLAINT WAS RECEIVED (SR23-00057653) WHICH STATED THAT THERE WAS A SUBSTANCE BUBBLING UP FROM THE RIVER. AT THE TIME OF THE INSPECTION THE RIVER WAS FLOWING AT A NORMAL PACE AND NO OBSERVATIONS OF SHEENS, SUBSTANCES OR OTHER ABNORMALITIES WERE NOTED. BASED UPON THE OBSERVATION AND LACK OF A WITNESS, THIS INSPECTION IS CLOSED.",DEPT. OF PUBLIC HEALTH,2023-01-13T00:00:00.000,Point,"[-87.679927967, 41.93253602]",,5
601294194,CONSTRUCTION AND DEMOLITION,4624 S ASHLAND AVE,4624,S,ASHLAND,AVE,84397,2023-01-12T00:00:00.000,"[INSPECTION LOG #: 18458260 12-JAN-23 10:45:00] ON JANUARY 12, 2023 DEPARTMENT OF PUBLIC HEALTH INSPECTOR DWIGHT T-KILGORE RESPONDED TO A COMPLAINT AT 4624 S. ASHLAND AVE. ABOUT CONSTRUCTION AND DEMOLITION ISSUE (DIRT AND MUD BEING TRACKED DOWN 47TH STREET) SAME ISSUES AND ADDRESS OF THE COMPLAINT ON 01-09-2023, UPON ARRIVING AT THE ABOVE ADDRESS I NOTICE THAT THE STREET AND ALLEY WERE CLEAN OF DIRT AND MUD.",DEPT. OF PUBLIC HEALTH,2023-01-19T00:00:00.000,Point,"[-87.665384024, 41.809619014]",,61
